particles	topology	modInfluence	branching	tSchedule	phi1	phi2	inertia
108	"4"	"0"	NA	NA	1.7	2.09	0.7
127	"4"	"2"	NA	NA	2.23	2.23	0.68
99	"4"	"0"	NA	NA	0.66	2.26	0.58
55	"4"	"0"	NA	NA	1.06	1.9	0.67
76	"4"	"0"	NA	NA	1.32	2.23	0.6
130	"4"	"0"	NA	NA	0.84	2.43	0.44
97	"4"	"0"	NA	NA	1.97	2.36	0.69
90	"4"	"0"	NA	NA	1.38	2.49	0.47
119	"4"	"0"	NA	NA	0.85	2.49	0.5
66	"4"	"0"	NA	NA	2.06	2.33	0.59
65	"4"	"0"	NA	NA	0.99	2.41	0.46
93	"4"	"0"	NA	NA	1.42	2.44	0.49
120	"4"	"0"	NA	NA	0.97	2.5	0.47
122	"4"	"0"	NA	NA	0.95	2.49	0.47
114	"5"	"1"	NA	6	0.11	1.43	0.81
80	"0"	"1"	NA	NA	1.86	0.53	0.85
149	"1"	"2"	NA	NA	1.32	2.48	0.82
86	"4"	"1"	NA	NA	1.16	1.08	0.43
36	"1"	"1"	NA	NA	1.09	2.01	0.61
128	"4"	"2"	NA	NA	1.25	2.48	0.73
17	"4"	"1"	NA	NA	1.46	0.43	0.34
39	"1"	"1"	NA	NA	1.5	1.99	0.81
76	"1"	"1"	NA	NA	1.52	1.49	0.49
93	"0"	"1"	NA	NA	2.03	1.5	0.59
86	"1"	"1"	NA	NA	2.36	1.62	0.6
62	"1"	"1"	NA	NA	2.35	1.78	0.56
49	"1"	"1"	NA	NA	1.24	1.89	0.42
70	"1"	"1"	NA	NA	2.3	2.22	0.55
108	"1"	"1"	NA	NA	2.5	1.6	0.53
72	"1"	"1"	NA	NA	2.34	1.42	0.55
76	"1"	"1"	NA	NA	2.18	1.64	0.54
70	"1"	"1"	NA	NA	2.39	2.27	0.52
57	"1"	"1"	NA	NA	2.2	1.61	0.57
52	"1"	"1"	NA	NA	2.37	1.35	0.5
57	"1"	"1"	NA	NA	2.18	2.08	0.62
53	"1"	"1"	NA	NA	2.47	2.19	0.46
50	"1"	"1"	NA	NA	2.16	1.78	0.58
54	"1"	"1"	NA	NA	2.35	2.26	0.55
56	"1"	"1"	NA	NA	2.15	2.11	0.57
52	"1"	"1"	NA	NA	2.32	2.03	0.59
65	"1"	"1"	NA	NA	2.28	2.13	0.62
155	"4"	"2"	NA	NA	0.99	1.82	0.68
96	"1"	"0"	NA	NA	2.31	2.36	0.69
153	"4"	"0"	NA	NA	1.58	2	0.66
192	"5"	"0"	NA	4	1.86	1.57	0.69
88	"1"	"0"	NA	NA	0.59	2.41	0.65
132	"4"	"0"	NA	NA	1.88	2.18	0.66
127	"4"	"0"	NA	NA	1.62	2.07	0.74
63	"4"	"0"	NA	NA	2.32	1.95	0.63
114	"4"	"0"	NA	NA	1.9	2.23	0.56
76	"4"	"0"	NA	NA	2.48	2.27	0.66
121	"4"	"0"	NA	NA	1.75	2.1	0.62
125	"4"	"0"	NA	NA	2.11	2.15	0.67
85	"4"	"0"	NA	NA	2.39	2.4	0.62
118	"4"	"0"	NA	NA	1.96	2.39	0.54
86	"4"	"0"	NA	NA	2.26	2.34	0.59
65	"4"	"0"	NA	NA	2.44	2.35	0.59
74	"4"	"0"	NA	NA	2.31	2.17	0.67
65	"4"	"0"	NA	NA	2.24	2.44	0.57
86	"4"	"0"	NA	NA	2.3	2.49	0.63
67	"4"	"0"	NA	NA	2.44	2.38	0.56
67	"4"	"0"	NA	NA	2.38	2.47	0.59
188	"0"	"0"	NA	NA	1.34	0.59	0.61
72	"0"	"0"	NA	NA	1.22	0.87	0.88
91	"1"	"1"	NA	NA	2.08	1.57	0.74
22	"1"	"0"	NA	NA	1.76	2.38	0.73
129	"1"	"0"	NA	NA	2.24	2.46	0.47
141	"4"	"0"	NA	NA	1.72	2.3	0.34
40	"4"	"0"	NA	NA	1.82	2.26	0.14
27	"1"	"0"	NA	NA	1.84	2.49	0.61
40	"1"	"0"	NA	NA	1.64	2.29	0.59
110	"1"	"0"	NA	NA	1.81	2.48	0.5
49	"4"	"0"	NA	NA	2.2	2.46	0.4
27	"4"	"0"	NA	NA	2.47	2.44	0.24
64	"4"	"0"	NA	NA	2.1	2.25	0.49
66	"4"	"0"	NA	NA	2.47	2.45	0.3
64	"4"	"0"	NA	NA	1.92	2.33	0.55
75	"4"	"0"	NA	NA	1.87	2.34	0.55
75	"4"	"0"	NA	NA	1.95	2.35	0.42
68	"4"	"0"	NA	NA	2.37	2.36	0.31
67	"4"	"0"	NA	NA	1.93	2.36	0.58
64	"4"	"0"	NA	NA	1.88	2.29	0.59
16	"4"	"1"	NA	NA	0.56	2.26	0.56
14	"5"	"0"	NA	10	1.41	2.29	0.52
4	"2"	"0"	NA	NA	2.1	1.74	0.23
156	"4"	"0"	NA	NA	2.43	2.44	0.56
28	"4"	"0"	NA	NA	1.89	2.43	0.4
12	"2"	"1"	NA	NA	2.34	2.47	0.47
4	"0"	"1"	NA	NA	2.25	2.33	0.11
152	"4"	"0"	NA	NA	2.35	2.19	0.59
161	"4"	"0"	NA	NA	2.47	2.48	0.35
62	"4"	"0"	NA	NA	2.16	2.39	0.41
36	"0"	"0"	NA	NA	2.33	2.33	0.08
69	"4"	"0"	NA	NA	2.06	2.42	0.33
62	"4"	"0"	NA	NA	2.23	2.37	0.43
35	"4"	"0"	NA	NA	2.42	2.34	0.43
162	"4"	"0"	NA	NA	2.45	2.5	0.4
172	"4"	"0"	NA	NA	2.47	2.43	0.38
165	"4"	"0"	NA	NA	2.45	2.44	0.37
129	"1"	"0"	NA	NA	1.03	1.99	0.28
166	"4"	"0"	NA	NA	1.18	1.21	0.9
101	"5"	"0"	NA	6	1.14	1.41	0.4
188	"4"	"0"	NA	NA	1.93	1.88	0.57
163	"0"	"0"	NA	NA	1.61	0.94	0.01
81	"5"	"0"	NA	7	2.3	2.25	0.84
124	"1"	"0"	NA	NA	1.64	1.95	0.47
132	"4"	"2"	NA	NA	2.1	1.76	0.9
199	"4"	"0"	NA	NA	0.97	2.24	0.5
101	"4"	"0"	NA	NA	2.26	1.85	0.72
82	"4"	"0"	NA	NA	2.1	2.13	0.78
196	"4"	"0"	NA	NA	1.22	2.42	0.48
42	"1"	"0"	NA	NA	1.75	2.31	0.78
107	"4"	"0"	NA	NA	1.3	1.88	0.68
99	"4"	"0"	NA	NA	2.04	2.08	0.76
76	"4"	"0"	NA	NA	1.91	2.3	0.76
65	"4"	"0"	NA	NA	2.11	2.31	0.74
76	"4"	"0"	NA	NA	1.93	2.26	0.68
81	"4"	"1"	NA	NA	1.86	2.25	0.77
57	"4"	"0"	NA	NA	1.83	2.35	0.74
69	"4"	"0"	NA	NA	1.8	2.27	0.71
89	"4"	"0"	NA	NA	2.06	2.14	0.7
68	"4"	"0"	NA	NA	1.89	2.34	0.69
73	"4"	"0"	NA	NA	1.94	2.39	0.65
70	"4"	"0"	NA	NA	1.96	2.24	0.72
104	"4"	"0"	NA	NA	2.08	2.16	0.69
93	"5"	"0"	NA	8	0.29	2.35	0.87
152	"5"	"0"	NA	2	2.29	1.45	0.61
88	"0"	"0"	NA	NA	1.69	1.28	0.69
68	"0"	"0"	NA	NA	2.44	1.33	0.76
33	"1"	"0"	NA	NA	1.92	2.14	0.55
97	"4"	"2"	NA	NA	0.6	2.34	0.6
56	"1"	"0"	NA	NA	2.24	2.2	0.58
162	"0"	"0"	NA	NA	1.72	1.23	0.68
71	"4"	"0"	NA	NA	1.1	2.19	0.43
59	"4"	"0"	NA	NA	0.55	2.47	0.33
116	"4"	"2"	NA	NA	0.83	2.04	0.61
26	"1"	"0"	NA	NA	2.24	2.12	0.49
45	"4"	"0"	NA	NA	1.21	2.27	0.44
30	"1"	"0"	NA	NA	2.05	2.03	0.59
79	"4"	"0"	NA	NA	1.32	2.38	0.41
37	"4"	"0"	NA	NA	1.3	2.37	0.46
71	"4"	"0"	NA	NA	1.35	2.3	0.4
67	"4"	"0"	NA	NA	1.29	2.42	0.42
47	"4"	"0"	NA	NA	1.28	2.37	0.43
31	"4"	"0"	NA	NA	1.12	2.44	0.43
92	"4"	"0"	NA	NA	1.3	2.43	0.41
65	"4"	"2"	NA	NA	1.62	1.66	0.81
40	"5"	"0"	NA	6	1.31	1.98	0.02
120	"4"	"2"	NA	NA	1.46	2.09	0.82
28	"1"	"0"	NA	NA	1.91	2.03	0.31
81	"4"	"0"	NA	NA	1.99	1.55	0.25
34	"4"	"0"	NA	NA	1.9	2.34	0.5
48	"1"	"0"	NA	NA	1.72	2.4	0.39
16	"4"	"0"	NA	NA	1.09	2.06	0.33
26	"4"	"0"	NA	NA	1.66	2.46	0.39
19	"1"	"0"	NA	NA	1.82	2.16	0.49
14	"4"	"0"	NA	NA	1.38	2.15	0.26
39	"4"	"0"	NA	NA	1.69	2.29	0.47
20	"4"	"0"	NA	NA	1.46	1.94	0.3
19	"4"	"0"	NA	NA	1.17	2.32	0.27
33	"4"	"0"	NA	NA	2.07	2.49	0.48
16	"4"	"0"	NA	NA	1.5	2.16	0.23
27	"4"	"0"	NA	NA	1.32	2.29	0.24
15	"4"	"0"	NA	NA	1.13	2	0.33
158	"1"	"0"	NA	NA	2.03	1.79	0.17
78	"1"	"2"	NA	NA	1.7	2.36	0.49
112	"4"	"0"	NA	NA	1.19	2.22	0.16
59	"5"	"0"	NA	5	2.12	2.22	0.21
72	"0"	"0"	NA	NA	2.46	1.88	0.49
87	"4"	"0"	NA	NA	2.37	2.07	0.44
60	"4"	"0"	NA	NA	1.07	2.07	0.28
103	"4"	"0"	NA	NA	1	2.03	0.2
85	"4"	"0"	NA	NA	1.14	2.41	0.22
92	"4"	"0"	NA	NA	1.73	2.46	0.31
133	"4"	"0"	NA	NA	0.97	1.96	0.38
91	"4"	"0"	NA	NA	2.33	2.03	0.48
91	"4"	"0"	NA	NA	1.38	2.47	0.26
80	"4"	"0"	NA	NA	1.65	2.5	0.27
91	"4"	"0"	NA	NA	1.11	2.23	0.25
88	"4"	"0"	NA	NA	1.43	2.39	0.26
87	"4"	"0"	NA	NA	1.31	2.43	0.19
103	"5"	"0"	NA	3	0.58	1.26	0.44
100	"4"	"0"	NA	NA	0.7	1.22	0.79
61	"4"	"0"	NA	NA	1.12	2.25	0.8
68	"4"	"0"	NA	NA	1.33	1.69	0.5
70	"4"	"0"	NA	NA	0.44	1.54	0.45
24	"4"	"0"	NA	NA	1.63	2.33	0.51
40	"4"	"0"	NA	NA	1.55	2.22	0.58
77	"4"	"0"	NA	NA	1.21	2.36	0.56
27	"0"	"0"	NA	NA	1.66	1.94	0.48
57	"4"	"0"	NA	NA	1.6	2.31	0.54
24	"4"	"0"	NA	NA	1.7	2.18	0.43
9	"4"	"0"	NA	NA	1.58	2.33	0.47
64	"4"	"0"	NA	NA	1.7	2.48	0.47
35	"0"	"0"	NA	NA	1.76	2.14	0.52
11	"4"	"0"	NA	NA	1.41	2.38	0.48
22	"0"	"0"	NA	NA	1.67	1.98	0.43
14	"4"	"0"	NA	NA	1.58	2.3	0.46
80	"0"	"0"	NA	NA	1.59	1.37	0.61
130	"2"	"0"	NA	NA	0.96	1.99	0.39
27	"1"	"1"	NA	NA	1.94	2.11	0.71
45	"0"	"1"	NA	NA	2.45	2.1	0.48
10	"0"	"0"	NA	NA	1.66	2.39	0.27
88	"4"	"2"	NA	NA	2.25	1.76	0.52
24	"0"	"1"	NA	NA	1.77	2.01	0.18
95	"4"	"2"	NA	NA	2.28	1.92	0.53
33	"1"	"1"	NA	NA	2.41	2.06	0.4
29	"1"	"1"	NA	NA	2	2.44	0.33
44	"1"	"1"	NA	NA	2.29	2.18	0.41
15	"4"	"1"	NA	NA	1.89	2.38	0.31
44	"1"	"1"	NA	NA	2.25	2	0.26
48	"1"	"1"	NA	NA	2.21	2.08	0.37
46	"1"	"1"	NA	NA	2.23	1.69	0.42
38	"1"	"1"	NA	NA	2.23	2.05	0.2
45	"1"	"1"	NA	NA	2.46	2.16	0.45
37	"1"	"1"	NA	NA	2.4	1.94	0.24
187	"4"	"2"	NA	NA	1.49	1.77	0.62
148	"1"	"0"	NA	NA	1.86	1.52	0.63
84	"4"	"0"	NA	NA	0.54	1.7	0.58
55	"4"	"0"	NA	NA	2.48	1.45	0.73
104	"4"	"0"	NA	NA	1.11	2.47	0.73
138	"4"	"0"	NA	NA	0.48	2.45	0.57
103	"4"	"0"	NA	NA	0.5	1.51	0.57
115	"4"	"0"	NA	NA	1.52	2.21	0.69
102	"4"	"0"	NA	NA	0.84	2.36	0.7
77	"4"	"0"	NA	NA	1.73	2.12	0.68
132	"4"	"0"	NA	NA	0.61	2.19	0.57
124	"4"	"0"	NA	NA	1.82	2.15	0.6
119	"4"	"0"	NA	NA	1.73	2.38	0.64
147	"4"	"0"	NA	NA	0.94	2.26	0.52
131	"4"	"0"	NA	NA	1.95	2.44	0.57
119	"4"	"0"	NA	NA	1.8	2.32	0.56
139	"4"	"0"	NA	NA	1.02	2.27	0.45
151	"4"	"0"	NA	NA	1.32	2.4	0.49
124	"4"	"0"	NA	NA	1.78	2.41	0.63
118	"4"	"0"	NA	NA	1.93	2.27	0.59
128	"4"	"0"	NA	NA	1.75	2.34	0.53
134	"4"	"0"	NA	NA	2.01	2.42	0.53
119	"4"	"0"	NA	NA	1.93	2.46	0.58
138	"4"	"1"	NA	NA	2.36	1.37	0.79
172	"5"	"0"	NA	5	1.93	1.64	0.41
160	"1"	"0"	NA	NA	0.73	2.09	0.55
143	"4"	"2"	NA	NA	0.25	1.9	0.56
158	"4"	"0"	NA	NA	1.67	1.85	0.67
140	"4"	"0"	NA	NA	1.55	2.14	0.54
179	"4"	"0"	NA	NA	2.5	2.48	0.39
64	"4"	"0"	NA	NA	1.95	1.84	0.54
111	"4"	"0"	NA	NA	1.18	2.22	0.43
164	"4"	"0"	NA	NA	0.95	1.75	0.51
106	"4"	"0"	NA	NA	1.18	2.13	0.44
150	"4"	"0"	NA	NA	2.29	2.39	0.47
170	"4"	"0"	NA	NA	1.85	2.43	0.42
121	"4"	"0"	NA	NA	1.92	2.47	0.43
141	"4"	"0"	NA	NA	2.29	2.18	0.47
117	"4"	"0"	NA	NA	1.91	2.36	0.4
112	"4"	"0"	NA	NA	1.9	2.37	0.42
141	"4"	"0"	NA	NA	2.02	2.32	0.42
102	"4"	"0"	NA	NA	1.91	2.49	0.42
96	"4"	"0"	NA	NA	1.98	2.5	0.4
102	"4"	"0"	NA	NA	2.17	2.48	0.43
191	"0"	"0"	NA	NA	0.81	2.29	0.3
100	"5"	"0"	NA	5	0.61	1.62	0.43
65	"4"	"0"	NA	NA	2.24	2.39	0.36
33	"4"	"0"	NA	NA	2.07	1.46	0.67
136	"4"	"0"	NA	NA	1.98	2.11	0.63
121	"4"	"0"	NA	NA	2.13	2.32	0.43
108	"4"	"0"	NA	NA	2.12	2.33	0.62
112	"4"	"0"	NA	NA	2.11	1.94	0.47
131	"4"	"0"	NA	NA	1.52	2.17	0.37
112	"4"	"0"	NA	NA	2.37	2.24	0.48
114	"4"	"0"	NA	NA	2.48	2.22	0.56
84	"4"	"0"	NA	NA	1.87	2.41	0.43
98	"4"	"0"	NA	NA	1.88	2.48	0.62
140	"4"	"0"	NA	NA	2.44	2.45	0.48
96	"4"	"0"	NA	NA	2.13	2.33	0.64
103	"4"	"0"	NA	NA	1.92	2.27	0.57
122	"4"	"0"	NA	NA	2.14	2.29	0.57
110	"4"	"0"	NA	NA	2.13	2.41	0.56
104	"4"	"0"	NA	NA	1.77	2.24	0.62
111	"4"	"0"	NA	NA	1.88	2.36	0.56
153	"5"	"0"	NA	9	0.4	1.9	0.62
66	"5"	"0"	NA	10	1.5	1.44	0.45
197	"0"	"0"	NA	NA	1.73	2.3	0.76
93	"4"	"0"	NA	NA	0.32	2.39	0.46
153	"5"	"0"	NA	8	0.83	2.26	0.33
164	"0"	"0"	NA	NA	0.71	2.21	0.49
200	"5"	"0"	NA	5	1.07	1.75	0.3
190	"5"	"0"	NA	5	0.96	2.41	0.28
140	"0"	"0"	NA	NA	0.8	2.48	0.46
62	"4"	"0"	NA	NA	0.84	2.49	0.23
146	"0"	"0"	NA	NA	1.93	1.69	0.19
68	"4"	"0"	NA	NA	0.78	2.44	0.31
193	"5"	"0"	NA	5	1.31	1.84	0.25
145	"0"	"0"	NA	NA	1.3	2.23	0.41
65	"4"	"0"	NA	NA	1.01	2.16	0.29
149	"0"	"0"	NA	NA	1.86	2.13	0.2
191	"5"	"0"	NA	6	0.9	2.47	0.27
193	"5"	"0"	NA	5	1.11	2.38	0.26
162	"0"	"0"	NA	NA	1.96	2.26	0.18
191	"5"	"0"	NA	6	0.98	2.38	0.26
188	"5"	"0"	NA	6	0.87	2.46	0.26
180	"5"	"0"	NA	7	0.91	2.46	0.26
179	"5"	"0"	NA	6	0.86	2.44	0.29
12	"1"	"2"	NA	NA	2.06	1.13	0.3
36	"1"	"1"	NA	NA	2.46	2.21	0.27
17	"4"	"2"	NA	NA	1.4	2.36	0.18
21	"5"	"1"	NA	4	2.13	2.19	0.36
17	"1"	"2"	NA	NA	2.14	1.84	0.25
20	"0"	"1"	NA	NA	1.89	2.4	0.27
20	"0"	"1"	NA	NA	2.28	2.28	0.27
15	"4"	"2"	NA	NA	1.58	2.35	0.2
32	"0"	"1"	NA	NA	1.82	2.3	0.32
17	"0"	"1"	NA	NA	2.07	2.48	0.26
24	"0"	"1"	NA	NA	2.33	2.19	0.32
26	"0"	"1"	NA	NA	2.03	2.48	0.32
16	"0"	"1"	NA	NA	2	2.29	0.24
14	"0"	"1"	NA	NA	2.11	2.42	0.28
26	"0"	"1"	NA	NA	2.41	2.13	0.25
31	"0"	"1"	NA	NA	2.47	2.35	0.36
26	"0"	"1"	NA	NA	2.39	2.18	0.4
21	"0"	"1"	NA	NA	2.25	2.32	0.22
55	"5"	"0"	NA	9	2.43	2.34	0.45
30	"5"	"1"	NA	8	2.12	1.41	0.34
179	"4"	"2"	NA	NA	0.25	2.03	0.56
167	"5"	"0"	NA	10	0.72	1.56	0.28
33	"4"	"0"	NA	NA	0.52	0.9	0.72
111	"4"	"0"	NA	NA	2.12	1.73	0.59
162	"0"	"0"	NA	NA	1.64	1.5	0.15
7	"5"	"1"	NA	8	2.17	1.07	0.28
115	"4"	"0"	NA	NA	1.89	1.91	0.57
27	"5"	"0"	NA	10	2.13	1.49	0.58
87	"4"	"0"	NA	NA	1.86	2.14	0.48
10	"5"	"1"	NA	8	1.89	1.61	0.42
38	"4"	"0"	NA	NA	2.21	1.6	0.53
13	"5"	"1"	NA	8	2.2	1.2	0.3
40	"4"	"0"	NA	NA	2.32	1.58	0.53
85	"4"	"0"	NA	NA	2.12	2.02	0.38
170	"1"	"2"	NA	NA	1.35	2.32	0.79
95	"0"	"0"	NA	NA	1.04	2.01	0.68
123	"1"	"0"	NA	NA	2.33	1.82	0.47
5	"5"	"2"	NA	5	1.47	1.74	0.78
17	"1"	"0"	NA	NA	1.62	0.96	0.5
182	"5"	"0"	NA	3	2.41	2.42	0.8
166	"4"	"1"	NA	NA	2.37	0.98	0.57
180	"0"	"0"	NA	NA	2.34	2.06	0.67
183	"4"	"0"	NA	NA	1.9	2.49	0.31
153	"4"	"2"	NA	NA	1.82	2.08	0.66
76	"1"	"0"	NA	NA	2.36	2.07	0.7
139	"4"	"0"	NA	NA	1.9	2.36	0.56
145	"4"	"0"	NA	NA	1.9	2.36	0.59
172	"4"	"0"	NA	NA	2.17	2.39	0.48
169	"4"	"0"	NA	NA	1.4	2.14	0.53
152	"4"	"0"	NA	NA	2.04	2.39	0.56
73	"1"	"0"	NA	NA	2.29	2.43	0.68
171	"4"	"0"	NA	NA	1.1	2.33	0.52
150	"4"	"0"	NA	NA	1.95	2.33	0.58
33	"1"	"0"	NA	NA	1.59	1.12	0.79
120	"4"	"0"	NA	NA	1.12	1.27	0.51
98	"4"	"0"	NA	NA	2.41	2.41	0.75
173	"4"	"2"	NA	NA	0.22	2.09	0.86
111	"4"	"2"	NA	NA	1	1.94	0.81
24	"4"	"0"	NA	NA	1.52	2.46	0.55
45	"4"	"0"	NA	NA	2.05	1.24	0.8
64	"4"	"0"	NA	NA	1.72	2.14	0.51
7	"4"	"2"	NA	NA	2.07	2.38	0.46
145	"4"	"2"	NA	NA	2.05	2.5	0.65
22	"4"	"2"	NA	NA	1.94	2.34	0.3
29	"4"	"0"	NA	NA	1.78	2.25	0.47
12	"4"	"0"	NA	NA	1.98	2.32	0.29
4	"4"	"2"	NA	NA	1.77	2.47	0.41
31	"4"	"2"	NA	NA	1.84	2.15	0.24
7	"4"	"2"	NA	NA	1.72	2.24	0.43
20	"4"	"0"	NA	NA	1.84	2.14	0.26
135	"4"	"0"	NA	NA	0.24	2.34	0.25
67	"1"	"0"	NA	NA	0.63	1.33	0.84
5	"0"	"1"	NA	NA	0.47	1.48	0.79
89	"1"	"0"	NA	NA	0.04	1.76	0.41
3	"3"	"1"	NA	NA	0.65	0.6	0.75
84	"4"	"2"	NA	NA	0.8	2.2	0.82
102	"1"	"0"	NA	NA	0.36	2.1	0.21
182	"5"	"0"	NA	5	1.46	2.08	0.23
10	"0"	"1"	NA	NA	0.39	1.71	0.61
175	"4"	"0"	NA	NA	0.35	2.21	0.56
134	"4"	"0"	NA	NA	0.33	2.34	0.31
65	"4"	"0"	NA	NA	1.04	1.87	0.7
157	"4"	"0"	NA	NA	0.07	2.14	0.4
105	"4"	"0"	NA	NA	0.43	2.38	0.25
85	"4"	"0"	NA	NA	0.25	2.28	0.32
117	"4"	"0"	NA	NA	0.05	2.31	0.3
176	"4"	"0"	NA	NA	0.18	2.41	0.31
142	"4"	"0"	NA	NA	0.03	2.46	0.35
171	"4"	"0"	NA	NA	1.46	1.68	0.65
125	"4"	"1"	NA	NA	2.36	2.43	0.78
162	"4"	"2"	NA	NA	1.27	2.27	0.72
56	"4"	"1"	NA	NA	1.97	0.47	0.69
19	"4"	"2"	NA	NA	1.82	0.32	0.75
164	"4"	"0"	NA	NA	1.28	2.14	0.59
162	"4"	"2"	NA	NA	1.45	2.33	0.85
175	"4"	"2"	NA	NA	2.03	1.82	0.58
189	"4"	"0"	NA	NA	1.4	2.11	0.33
168	"4"	"2"	NA	NA	0.87	2	0.66
67	"4"	"1"	NA	NA	2	0.92	0.54
102	"1"	"1"	NA	NA	2.43	1.85	0.73
153	"4"	"2"	NA	NA	1.42	2.42	0.71
174	"4"	"2"	NA	NA	1.23	2.24	0.65
81	"4"	"0"	NA	NA	2.26	1.86	0.74
189	"4"	"0"	NA	NA	1.59	2.11	0.44
191	"4"	"0"	NA	NA	1.48	2.41	0.62
180	"4"	"0"	NA	NA	1.68	2.3	0.5
151	"4"	"0"	NA	NA	1.22	2.4	0.67
174	"4"	"2"	NA	NA	1.32	2.47	0.78
75	"4"	"0"	NA	NA	2.17	2.11	0.61
174	"4"	"0"	NA	NA	1.29	2.39	0.59
171	"4"	"0"	NA	NA	1.24	2.39	0.61
180	"4"	"0"	NA	NA	1.69	2.5	0.49
49	"4"	"0"	NA	NA	2.14	2.06	0.64
11	"2"	"1"	NA	NA	0.15	1.78	0.15
64	"0"	"1"	NA	NA	1.44	1.03	0.53
8	"4"	"2"	NA	NA	0.42	0.33	0.05
33	"1"	"2"	NA	NA	0.73	1.27	0.62
109	"4"	"2"	NA	NA	2.47	1.56	0.55
85	"1"	"2"	NA	NA	1.65	2.27	0.64
10	"2"	"1"	NA	NA	0.7	0.65	0.22
8	"0"	"1"	NA	NA	2.03	1.01	0.22
93	"1"	"1"	NA	NA	1.55	1.86	0.62
17	"1"	"1"	NA	NA	2.48	1.42	0.11
36	"1"	"1"	NA	NA	2.25	1.48	0.55
84	"1"	"1"	NA	NA	1.97	2.31	0.58
93	"1"	"1"	NA	NA	2.27	2.24	0.49
112	"1"	"1"	NA	NA	2.03	2.43	0.65
81	"1"	"1"	NA	NA	2.02	2.06	0.63
115	"1"	"1"	NA	NA	1.98	2.48	0.57
112	"1"	"1"	NA	NA	2.26	2.14	0.62
93	"1"	"1"	NA	NA	1.96	2.49	0.57
115	"1"	"1"	NA	NA	2.36	2.43	0.66
66	"1"	"1"	NA	NA	2.42	2.2	0.6
47	"1"	"1"	NA	NA	2.09	1.99	0.65
48	"1"	"1"	NA	NA	2.26	2.11	0.58
76	"5"	"0"	NA	7	1.93	1.36	0.74
73	"0"	"0"	NA	NA	2.21	0.31	0.86
98	"4"	"0"	NA	NA	1.27	1.87	0.3
185	"5"	"0"	NA	5	0.49	2.34	0.47
164	"4"	"2"	NA	NA	2.5	2.44	0.84
174	"4"	"0"	NA	NA	0.69	2.47	0.29
167	"1"	"0"	NA	NA	1.44	2.37	0.7
180	"4"	"2"	NA	NA	1.49	2.02	0.87
151	"4"	"0"	NA	NA	1.85	1.7	0.7
169	"4"	"0"	NA	NA	0.6	2.43	0.39
178	"4"	"0"	NA	NA	2.17	2.45	0.8
176	"4"	"2"	NA	NA	1.23	2.14	0.86
121	"4"	"0"	NA	NA	1.94	1.85	0.77
131	"4"	"0"	NA	NA	1.42	1.73	0.7
175	"4"	"0"	NA	NA	2.37	2.36	0.65
123	"4"	"0"	NA	NA	2.44	1.98	0.78
115	"4"	"0"	NA	NA	2.26	2.13	0.74
106	"4"	"0"	NA	NA	2.4	2.32	0.75
117	"4"	"0"	NA	NA	2.25	2.11	0.75
118	"4"	"0"	NA	NA	1.45	2	0.66
151	"4"	"0"	NA	NA	2.13	2.47	0.7
60	"4"	"0"	NA	NA	0.25	2.04	0.64
69	"0"	"0"	NA	NA	1.93	2	0.26
82	"1"	"2"	NA	NA	1.46	1.85	0.65
75	"4"	"2"	NA	NA	0.13	1.46	0.68
200	"5"	"0"	NA	2	2.32	1.77	0.79
13	"0"	"0"	NA	NA	1.71	1.18	0.24
11	"4"	"1"	NA	NA	1.11	1.31	0.66
6	"4"	"0"	NA	NA	1.04	1.6	0.48
29	"4"	"2"	NA	NA	0.2	2.23	0.71
9	"0"	"0"	NA	NA	1.5	1.31	0.24
72	"4"	"0"	NA	NA	2.25	2.46	0.19
62	"0"	"0"	NA	NA	2.37	2.04	0.29
19	"0"	"0"	NA	NA	2.1	1.22	0.23
70	"4"	"0"	NA	NA	2.42	2.29	0.24
72	"4"	"0"	NA	NA	2.41	2.47	0.04
83	"4"	"0"	NA	NA	2.38	2.39	0.11
100	"4"	"0"	NA	NA	2.3	2.33	0.23
19	"4"	"2"	NA	NA	1.39	1.34	0.6
10	"0"	"2"	NA	NA	0.8	1.45	0.31
66	"4"	"0"	NA	NA	2.29	2.16	0.73
28	"1"	"1"	NA	NA	2.44	1.06	0.45
55	"1"	"0"	NA	NA	1.64	1.63	0.6
83	"4"	"2"	NA	NA	2.41	1.87	0.83
16	"4"	"1"	NA	NA	2.33	1.08	0.62
34	"1"	"1"	NA	NA	1.61	1.93	0.71
77	"4"	"0"	NA	NA	1.87	2.06	0.72
65	"4"	"0"	NA	NA	2.41	2.19	0.64
24	"4"	"0"	NA	NA	1.96	2.13	0.7
45	"4"	"0"	NA	NA	2.14	2.42	0.67
38	"4"	"0"	NA	NA	2.46	1.83	0.67
94	"4"	"0"	NA	NA	1.76	2.34	0.71
27	"4"	"0"	NA	NA	2.24	2.43	0.68
40	"4"	"0"	NA	NA	2.18	2.23	0.67
171	"4"	"0"	NA	NA	2.44	2.14	0.52
134	"0"	"0"	NA	NA	2.28	1.05	0.13
125	"4"	"2"	NA	NA	1.54	1.4	0.87
50	"4"	"0"	NA	NA	1.22	1.71	0.76
162	"4"	"2"	NA	NA	2.32	1.55	0.81
139	"0"	"0"	NA	NA	1.67	1.51	0.83
24	"4"	"0"	NA	NA	1.31	1.68	0.83
25	"4"	"0"	NA	NA	1.3	2.31	0.82
