algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	2.92	5.99	0.52	54	0.32	NA	NA	16	"1"
"acs"	"3"	3.02	3.71	0.49	62	0.22	NA	NA	15	"1"
"acs"	"3"	3.03	3.98	0.63	62	0.06	NA	NA	15	"1"
"acs"	"3"	2.37	4.44	0.84	56	0.08	NA	NA	17	"1"
"acs"	"3"	2.48	5.88	0.46	54	0.36	NA	NA	17	"1"
"acs"	"3"	3.28	3.95	0.43	57	0.26	NA	NA	16	"1"
"acs"	"3"	2.2	6.46	0.48	49	0.27	NA	NA	14	"1"
"acs"	"3"	2.77	5.54	0.38	54	0.36	NA	NA	13	"1"
"acs"	"3"	2.25	5.67	0.43	51	0.27	NA	NA	12	"1"
"acs"	"3"	2.37	5.62	0.46	46	0.33	NA	NA	16	"1"
"acs"	"3"	2.65	5.68	0.35	53	0.28	NA	NA	11	"1"
"acs"	"3"	2.26	6.34	0.45	46	0.29	NA	NA	14	"1"
"mmas"	"3"	2.51	6.98	0.47	29	NA	NA	NA	8	"0"
"acs"	"2"	1.42	1.67	0.44	20	0.61	NA	NA	35	"0"
"acs"	"3"	2.28	4.95	0.58	46	0.66	NA	NA	44	"1"
"acs"	"3"	3.02	9.87	0.79	38	0.21	NA	NA	37	"1"
"mmas"	"3"	3.78	1.16	0.13	31	NA	NA	NA	20	"1"
"acs"	"3"	1.57	1.62	0.4	32	0.3	NA	NA	16	"1"
"acs"	"3"	2.67	6.26	0.36	27	0.5	NA	NA	13	"1"
"acs"	"3"	1.52	6.37	0.52	43	0.47	NA	NA	20	"1"
"acs"	"3"	3.6	6.81	0.79	31	0.16	NA	NA	29	"1"
"acs"	"3"	1.9	5.6	0.49	45	0.6	NA	NA	8	"1"
"acs"	"3"	2.74	5.12	0.08	35	0.43	NA	NA	11	"1"
"acs"	"3"	2.79	3.05	0.17	50	0.69	NA	NA	15	"1"
"acs"	"3"	2.13	7.4	0.43	43	0.4	NA	NA	10	"1"
"acs"	"3"	2.61	5.25	0.12	44	0.38	NA	NA	9	"1"
"acs"	"3"	2.74	3.37	0.1	44	0.55	NA	NA	14	"1"
"acs"	"3"	2.08	4.57	0.33	35	0.29	NA	NA	9	"1"
"acs"	"3"	3.31	4.21	0.03	37	0.67	NA	NA	12	"1"
"acs"	"3"	2.17	4.97	0.31	44	0.3	NA	NA	9	"1"
"acs"	"3"	2.2	5.62	0.32	45	0.31	NA	NA	10	"1"
"acs"	"3"	2.62	5.86	0.3	52	0.24	NA	NA	11	"1"
"acs"	"3"	1.95	4.71	0.27	36	0.21	NA	NA	10	"1"
"acs"	"3"	2.73	5.75	0.37	51	0.17	NA	NA	13	"1"
"acs"	"3"	2.2	5.33	0.32	46	0.4	NA	NA	9	"1"
"acs"	"3"	4.43	4.71	0.11	58	0.82	NA	NA	10	"1"
"acs"	"3"	3.59	2.12	0.43	63	0.68	NA	NA	19	"1"
"acs"	"3"	2.87	6.61	0.38	50	0.92	NA	NA	16	"1"
"acs"	"3"	2.8	4.81	0.4	54	0.34	NA	NA	9	"1"
"acs"	"3"	4.55	0.8	0.14	69	0.96	NA	NA	16	"1"
"acs"	"3"	4.07	3.5	0.03	41	0.84	NA	NA	19	"1"
"acs"	"3"	2.64	8.29	0.23	45	0.89	NA	NA	13	"1"
"acs"	"3"	2.75	4.26	0.4	51	0.27	NA	NA	13	"1"
"acs"	"3"	3.07	3.89	0.32	58	0.28	NA	NA	11	"1"
"acs"	"3"	2.49	4.67	0.58	57	0.4	NA	NA	11	"1"
"acs"	"3"	3.51	1.94	0.05	43	0.88	NA	NA	16	"1"
"acs"	"3"	2.59	5.94	0.4	54	0.32	NA	NA	13	"1"
"acs"	"3"	2.47	4.62	0.28	54	0.4	NA	NA	11	"1"
"acs"	"3"	2.55	5.03	0.6	55	0.42	NA	NA	9	"1"
"acs"	"3"	3.98	2.16	0.04	45	0.85	NA	NA	14	"1"
"mmas"	"3"	2.83	4.33	0.28	33	NA	NA	NA	14	"0"
"acs"	"3"	4.86	0.89	0.25	6	0.34	NA	NA	13	"1"
"acs"	"3"	3.76	4.49	0.21	61	0.63	NA	NA	15	"1"
"acs"	"3"	2.15	0.94	0.5	32	0.38	NA	NA	17	"1"
"acs"	"3"	2.05	4.75	0.22	13	0.19	NA	NA	16	"1"
"acs"	"3"	1.7	5.51	0.52	29	0.38	NA	NA	13	"1"
"acs"	"3"	2.88	4.9	0.33	48	0.52	NA	NA	13	"1"
"acs"	"3"	3.35	5.54	0.2	50	0.52	NA	NA	27	"1"
"acs"	"3"	2.05	3.68	0.58	50	0.49	NA	NA	22	"1"
"acs"	"3"	2.44	5.33	0.54	48	0.42	NA	NA	12	"1"
"acs"	"3"	3.77	4.18	0.21	55	0.62	NA	NA	15	"1"
"acs"	"3"	3.57	2.74	0.18	57	0.63	NA	NA	13	"1"
"acs"	"3"	2.99	3.51	0.32	54	0.57	NA	NA	16	"1"
"acs"	"3"	3.62	4.17	0.27	54	0.63	NA	NA	16	"1"
"acs"	"3"	3.52	3.83	0.11	55	0.68	NA	NA	15	"1"
"acs"	"3"	3.37	2.69	0.15	51	0.52	NA	NA	14	"1"
"acs"	"3"	3.13	4.05	0.23	49	0.67	NA	NA	15	"1"
"acs"	"3"	3.02	3.31	0.26	57	0.61	NA	NA	16	"1"
"acs"	"3"	4.48	5.28	0.33	65	0.54	NA	NA	16	"1"
"acs"	"3"	5	5.61	0.31	63	0.55	NA	NA	16	"1"
"acs"	"3"	2.94	3.1	0.31	57	0.6	NA	NA	15	"1"
"acs"	"3"	3.68	3.98	0.16	57	0.69	NA	NA	15	"1"
"acs"	"3"	3.82	2.85	0.15	50	0.5	NA	NA	15	"1"
"acs"	"3"	3.38	3.19	0.28	57	0.62	NA	NA	14	"1"
"acs"	"3"	2.92	3.83	0.35	61	0.59	NA	NA	12	"1"
"ras"	"3"	4.34	0.49	0.94	85	NA	15	NA	35	"0"
"acs"	"3"	3.36	2.28	0.22	55	0.86	NA	NA	8	"0"
"acs"	"3"	4.54	7.75	0.52	26	0.38	NA	NA	17	"1"
"acs"	"3"	3.47	0.65	0.23	51	0.83	NA	NA	16	"0"
"acs"	"3"	2.45	1.55	0.12	38	0.91	NA	NA	14	"1"
"acs"	"3"	4.59	1.69	0.12	57	0.95	NA	NA	8	"0"
"acs"	"3"	2.74	3.32	0.2	61	0.94	NA	NA	7	"1"
"acs"	"3"	1.58	3.61	0.11	27	0.81	NA	NA	13	"1"
"acs"	"3"	3.51	5.28	0.17	56	0.92	NA	NA	9	"1"
"acs"	"3"	1.82	2.33	0.34	60	0.93	NA	NA	8	"0"
"acs"	"3"	1.77	3.96	0.08	27	0.68	NA	NA	17	"1"
"acs"	"3"	2.64	3	0.21	55	0.82	NA	NA	9	"1"
"acs"	"3"	3.39	4.94	0.25	59	0.76	NA	NA	9	"1"
"acs"	"3"	2.72	4.23	0.16	52	0.95	NA	NA	9	"1"
"acs"	"3"	3.06	1.7	0.21	55	0.84	NA	NA	11	"1"
"acs"	"3"	3.32	1.73	0.22	58	0.84	NA	NA	10	"1"
"acs"	"3"	3.3	1.29	0.2	54	0.84	NA	NA	11	"1"
"acs"	"3"	3.36	1.85	0.2	59	0.81	NA	NA	12	"1"
"acs"	"3"	1.59	4.93	0.96	61	0.63	NA	NA	19	"1"
"acs"	"3"	3.74	9.85	0.69	66	0.25	NA	NA	11	"1"
"acs"	"3"	4.78	6.01	0.97	65	0.4	NA	NA	11	"1"
"acs"	"3"	4.02	8.99	0.69	8	0.24	NA	NA	11	"1"
"acs"	"3"	2.97	7.07	0.79	62	0.17	NA	NA	10	"1"
"acs"	"3"	3.91	9.02	0.61	59	0.13	NA	NA	9	"1"
"acs"	"3"	4.55	6.55	0.42	64	0.43	NA	NA	8	"1"
"acs"	"3"	3.34	9.07	0.48	55	0.04	NA	NA	12	"1"
"acs"	"3"	3.6	6.66	0.56	67	0.3	NA	NA	12	"1"
"acs"	"3"	3.5	8.02	0.48	60	0.35	NA	NA	11	"1"
"acs"	"3"	3.73	8.37	0.76	63	0.18	NA	NA	18	"1"
"acs"	"3"	2.78	6.81	0.67	55	0.15	NA	NA	13	"1"
"acs"	"3"	3.45	9.84	0.7	63	0.24	NA	NA	19	"1"
"acs"	"3"	3.35	7.25	0.54	57	0.36	NA	NA	11	"1"
"acs"	"3"	3.69	7.65	0.48	57	0.26	NA	NA	11	"1"
"acs"	"3"	3.64	7.25	0.71	67	0.3	NA	NA	13	"1"
"acs"	"3"	3.48	7.13	0.4	58	0.37	NA	NA	10	"1"
"acs"	"3"	3.62	9.63	0.82	55	0.13	NA	NA	19	"1"
"acs"	"3"	3.87	7.71	0.55	60	0.25	NA	NA	9	"1"
"acs"	"3"	3.68	7.37	0.57	62	0.35	NA	NA	13	"1"
"acs"	"3"	3.11	7.39	0.47	59	0.22	NA	NA	9	"1"
"acs"	"3"	3.72	7.19	0.74	64	0.33	NA	NA	13	"1"
"acs"	"3"	3.58	6.61	0.45	61	0.4	NA	NA	9	"1"
"acs"	"3"	2.19	3.6	0.61	21	0.48	NA	NA	20	"1"
"acs"	"3"	1.75	1.01	0.84	35	0.5	NA	NA	22	"1"
"acs"	"3"	3.28	1.22	0.87	15	0.78	NA	NA	17	"1"
"acs"	"3"	2.67	3.78	0.94	31	0.03	NA	NA	16	"1"
"acs"	"3"	3.26	4.95	0.5	24	0.09	NA	NA	10	"1"
"acs"	"3"	2.99	6.45	0.53	29	0.24	NA	NA	23	"1"
"acs"	"3"	1.94	6.54	0.2	23	0.48	NA	NA	27	"1"
"acs"	"3"	2.44	2.97	0.93	6	0.81	NA	NA	13	"1"
"acs"	"3"	1.62	4.82	0.72	30	0.46	NA	NA	16	"1"
"acs"	"3"	1.44	0.44	0.97	29	0.9	NA	NA	13	"1"
"acs"	"3"	1.85	6.43	0.93	44	0.37	NA	NA	21	"1"
"acs"	"3"	2.43	6.27	0.89	51	0.15	NA	NA	18	"1"
"acs"	"3"	1.99	4.45	0.89	48	0.27	NA	NA	18	"1"
"acs"	"3"	1.94	7.53	0.93	33	0.19	NA	NA	19	"1"
"acs"	"3"	1.49	2.33	0.81	26	0.8	NA	NA	15	"1"
"acs"	"3"	1.92	3.94	0.94	51	0.25	NA	NA	13	"1"
"acs"	"3"	2.12	4.74	0.97	55	0.25	NA	NA	16	"1"
"acs"	"3"	1.85	4.52	0.86	48	0.27	NA	NA	15	"1"
"acs"	"3"	1.82	4.46	0.84	48	0.2	NA	NA	14	"1"
"acs"	"3"	1.71	4.33	0.98	52	0.34	NA	NA	10	"1"
"acs"	"3"	1.87	4.35	0.86	52	0.28	NA	NA	10	"1"
"acs"	"3"	1.84	3.87	0.96	52	0.21	NA	NA	13	"1"
"acs"	"2"	4.03	7.06	0.81	66	0.64	NA	NA	23	"1"
"acs"	"3"	2.95	2.5	0.73	70	0.75	NA	NA	17	"1"
"acs"	"3"	1.5	4.16	0.85	65	0.96	NA	NA	28	"1"
"acs"	"3"	3.74	2.56	0.58	78	0.89	NA	NA	14	"1"
"acs"	"3"	1.51	8.75	0.72	33	0.62	NA	NA	10	"1"
"acs"	"3"	3.02	1.13	0.31	53	0.71	NA	NA	15	"1"
"acs"	"3"	4.3	1.25	0.3	57	0.57	NA	NA	13	"1"
"acs"	"3"	2.72	3.75	0.8	66	0.68	NA	NA	15	"1"
"acs"	"3"	3.36	2.84	0.79	75	0.82	NA	NA	14	"1"
"acs"	"3"	2.73	3.74	0.61	64	0.49	NA	NA	15	"1"
"acs"	"3"	2.81	3.03	0.78	64	0.75	NA	NA	13	"1"
"acs"	"3"	3.18	3.09	0.75	62	0.72	NA	NA	13	"1"
"acs"	"3"	2.67	4.05	0.72	66	0.7	NA	NA	15	"1"
"acs"	"3"	2.86	1.13	0.31	52	0.71	NA	NA	17	"1"
"mmas"	"3"	4.08	1.96	0.33	90	NA	NA	NA	48	"0"
"ras"	"3"	3.96	4.85	0.93	98	NA	27	NA	18	"1"
"mmas"	"3"	1.77	6.46	0.58	55	NA	NA	NA	27	"1"
"mmas"	"3"	4.11	4.54	0.18	22	NA	NA	NA	19	"1"
"acs"	"3"	4.45	3.99	0.78	66	0.38	NA	NA	31	"0"
"mmas"	"3"	2.87	3.94	0.25	15	NA	NA	NA	10	"0"
"mmas"	"3"	2.81	6.14	0.18	53	NA	NA	NA	16	"1"
"acs"	"3"	3.23	3.94	0.1	21	0.94	NA	NA	19	"1"
"acs"	"3"	4.64	5.21	0.31	17	0.68	NA	NA	19	"1"
"acs"	"3"	1.68	5.91	0.24	37	0.73	NA	NA	25	"1"
"acs"	"3"	3.61	4.12	0.64	32	0.8	NA	NA	19	"1"
"acs"	"3"	2.5	8.55	0.1	18	0.66	NA	NA	21	"1"
"acs"	"3"	3.38	4.38	0.09	10	0.93	NA	NA	18	"1"
"acs"	"3"	3.13	1.91	0.15	28	0.01	NA	NA	16	"1"
"acs"	"3"	3.12	3.07	0.42	61	0.86	NA	NA	25	"1"
"acs"	"3"	2.94	1.51	0.22	39	0.17	NA	NA	13	"1"
"acs"	"3"	3.61	1	0.04	27	0.18	NA	NA	15	"1"
"acs"	"3"	2.18	3.79	0.21	34	0.59	NA	NA	24	"1"
"acs"	"3"	2.57	3.12	0.16	41	0.16	NA	NA	15	"1"
"acs"	"3"	2.95	2.22	0.35	55	0.5	NA	NA	18	"1"
"acs"	"3"	2.44	2.66	0.21	41	0.14	NA	NA	15	"1"
"acs"	"3"	2.46	2.02	0.13	37	0.21	NA	NA	12	"1"
"acs"	"3"	3.55	0.38	0.05	31	0.12	NA	NA	11	"1"
"acs"	"3"	2.34	2.53	0.15	38	0.45	NA	NA	13	"1"
"acs"	"3"	2.53	2.67	0.22	41	0.23	NA	NA	13	"1"
"acs"	"3"	2.28	2.7	0.25	41	0.16	NA	NA	17	"1"
"acs"	"3"	2.49	2.34	0.12	35	0.22	NA	NA	14	"1"
"acs"	"3"	3.39	0.13	0.09	38	0.13	NA	NA	11	"1"
"mmas"	"3"	3.01	5.5	0.27	63	NA	NA	NA	32	"0"
"acs"	"2"	2.7	3.62	0.45	21	0.43	NA	NA	35	"1"
"ras"	"3"	3.17	3.94	0.79	66	NA	64	NA	27	"1"
"acs"	"3"	3.56	0.34	0.56	46	0.35	NA	NA	43	"0"
"acs"	"3"	1.72	5.42	0.83	38	0.78	NA	NA	38	"0"
"acs"	"3"	1.71	4.31	0.3	41	0.62	NA	NA	31	"1"
"acs"	"3"	2.85	9.52	0.38	35	0.52	NA	NA	28	"0"
"mmas"	"3"	1.11	0.36	0.89	30	NA	NA	NA	36	"0"
"ras"	"3"	3.5	7.08	0.76	84	NA	7	NA	19	"1"
"acs"	"3"	1.95	8.11	0.87	18	0.24	NA	NA	28	"1"
"acs"	"3"	2.42	8.97	0.73	19	0.48	NA	NA	29	"1"
"mmas"	"3"	1.58	9.05	0.69	47	NA	NA	NA	21	"1"
"acs"	"3"	2.6	7.31	0.71	23	0.37	NA	NA	36	"1"
"acs"	"3"	2.82	1.5	0.26	21	0.7	NA	NA	21	"1"
"acs"	"3"	2.35	9.23	0.7	41	0.68	NA	NA	25	"1"
"acs"	"3"	3.7	9.54	0.63	27	0.41	NA	NA	26	"1"
"acs"	"3"	2.36	1.87	0.25	41	0.7	NA	NA	26	"1"
"acs"	"3"	1.69	6.64	0.72	37	0.52	NA	NA	16	"1"
"acs"	"3"	2.71	8.93	0.68	27	0.59	NA	NA	13	"1"
"acs"	"3"	1.83	7.87	0.61	39	0.49	NA	NA	11	"1"
"acs"	"3"	1.65	8.24	0.69	40	0.53	NA	NA	12	"1"
"acs"	"3"	1.74	6.48	0.75	51	0.56	NA	NA	13	"1"
"acs"	"3"	2.36	8.88	0.66	50	0.63	NA	NA	15	"1"
"acs"	"3"	2.29	8.33	0.7	39	0.63	NA	NA	18	"1"
"acs"	"3"	2.34	8.52	0.65	48	0.5	NA	NA	17	"1"
"acs"	"3"	2.34	9.2	0.71	45	0.5	NA	NA	17	"1"
"acs"	"3"	1.58	6.21	0.77	42	0.52	NA	NA	10	"1"
"acs"	"3"	1.84	6.67	0.83	51	0.63	NA	NA	9	"1"
"acs"	"3"	2.22	8.77	0.65	47	0.64	NA	NA	13	"1"
"acs"	"3"	2.24	6.2	0.86	53	0.63	NA	NA	11	"1"
"acs"	"3"	2.41	7.55	0.61	54	0.64	NA	NA	11	"1"
"acs"	"3"	1.57	5.9	0.82	40	0.52	NA	NA	10	"1"
"acs"	"3"	2.51	8.41	0.65	50	0.43	NA	NA	15	"1"
"acs"	"3"	1.82	1.75	0.76	38	0.2	NA	NA	13	"0"
"mmas"	"3"	3.7	5.5	0.39	74	NA	NA	NA	19	"0"
"eas"	"3"	1.43	2.53	0.53	60	NA	NA	599	33	"1"
"acs"	"3"	2.84	0.17	0.98	45	0.61	NA	NA	14	"1"
"acs"	"3"	2	2.08	0.7	32	0.49	NA	NA	14	"0"
"acs"	"3"	2.78	2.32	0.47	29	0.34	NA	NA	36	"0"
"acs"	"3"	2.96	0.03	0.6	46	0.87	NA	NA	9	"1"
"acs"	"3"	2.14	3.05	0.54	44	0.41	NA	NA	21	"1"
"acs"	"3"	3.19	1.59	0.28	47	0.6	NA	NA	10	"1"
"acs"	"3"	2.71	0.07	0.42	31	0.47	NA	NA	12	"1"
"acs"	"3"	1.43	1.87	0.66	33	0.83	NA	NA	21	"1"
"acs"	"3"	2.37	1.2	0.52	45	0.33	NA	NA	6	"0"
"acs"	"3"	2.81	2.78	0.26	54	0.61	NA	NA	15	"1"
"acs"	"3"	3.18	3.3	0.27	57	0.49	NA	NA	11	"1"
"acs"	"3"	3.24	3.1	0.31	63	0.69	NA	NA	7	"1"
"acs"	"3"	2.28	1.12	0.39	41	0.44	NA	NA	12	"1"
"acs"	"3"	3.02	1.46	0.29	14	0.4	NA	NA	23	"1"
"acs"	"3"	2.7	3.07	0.26	54	0.54	NA	NA	11	"1"
"acs"	"3"	2.97	0.96	0.44	55	0.46	NA	NA	11	"1"
"acs"	"3"	3.59	3.68	0.26	57	0.57	NA	NA	10	"1"
"acs"	"3"	2.44	0.26	0.51	46	0.3	NA	NA	12	"1"
"acs"	"3"	3.71	3.69	0.24	57	0.49	NA	NA	13	"1"
"acs"	"3"	3.64	3.89	0.25	56	0.53	NA	NA	16	"1"
"acs"	"3"	4.24	3.94	0.17	58	0.46	NA	NA	13	"1"
"acs"	"3"	3.17	8.45	0.64	5	0.87	NA	NA	6	"1"
"mmas"	"3"	2.78	3.61	0.44	96	NA	NA	NA	19	"1"
"acs"	"3"	2.72	9.46	0.96	13	0.28	NA	NA	9	"1"
"acs"	"3"	3.21	9.46	0.16	7	0.82	NA	NA	35	"1"
"acs"	"3"	2.52	4.45	0.43	9	0.63	NA	NA	11	"1"
"acs"	"3"	2.8	9.41	0.59	25	0.52	NA	NA	20	"0"
"acs"	"3"	1.3	8.83	0.94	18	0.93	NA	NA	12	"1"
"acs"	"3"	1.81	5.54	0.7	26	0.41	NA	NA	10	"1"
"acs"	"3"	2.16	9.76	0.98	5	0.4	NA	NA	12	"1"
"acs"	"3"	2.16	4.55	0.54	6	0.47	NA	NA	19	"1"
"acs"	"3"	1.96	8.63	0.78	22	0.55	NA	NA	20	"1"
"acs"	"3"	1.5	7.65	0.67	22	0.21	NA	NA	10	"1"
"acs"	"3"	1.92	5.09	0.85	35	0.46	NA	NA	13	"1"
"acs"	"3"	1.35	4.1	0.76	22	0.53	NA	NA	20	"1"
"acs"	"3"	1.84	7.45	0.74	11	0.65	NA	NA	11	"1"
"acs"	"3"	1.7	4.69	0.81	40	0.42	NA	NA	16	"1"
"acs"	"3"	1.79	7.23	0.68	26	0.23	NA	NA	12	"1"
"acs"	"3"	1.59	8.69	0.87	5	0.61	NA	NA	12	"1"
"acs"	"3"	1.68	7.2	0.63	17	0.56	NA	NA	10	"1"
"acs"	"3"	1.68	7.63	0.63	32	0.18	NA	NA	12	"1"
"acs"	"3"	1.53	7.16	0.58	25	0.33	NA	NA	11	"1"
"acs"	"3"	1.5	6.94	0.66	20	0.6	NA	NA	13	"1"
"acs"	"3"	2.1	6.48	0.69	38	0.26	NA	NA	11	"1"
"acs"	"3"	1.86	7.81	0.66	39	0.16	NA	NA	12	"1"
"acs"	"3"	1.52	8.21	0.69	26	0.19	NA	NA	13	"1"
"mmas"	"3"	1.06	3.23	0.95	21	NA	NA	NA	43	"0"
"eas"	"3"	0.86	1.12	0.31	25	NA	NA	646	25	"1"
"acs"	"2"	2.74	9.87	0.18	13	0.05	NA	NA	42	"0"
"acs"	"3"	4.28	5.3	0.73	63	0.25	NA	NA	28	"0"
"acs"	"3"	2.45	4.98	0.39	56	0.47	NA	NA	13	"1"
"acs"	"3"	2.1	6.05	0.81	38	0.45	NA	NA	26	"1"
"acs"	"3"	2.46	4.27	0.13	45	0.48	NA	NA	20	"1"
"acs"	"3"	1.84	5.05	0.13	28	0.59	NA	NA	18	"1"
"acs"	"3"	1.77	4.71	0.26	46	0.76	NA	NA	17	"1"
"acs"	"3"	3.07	4.35	0.4	57	0.52	NA	NA	11	"1"
"acs"	"3"	1.98	4.99	0.51	46	0.42	NA	NA	22	"1"
"acs"	"3"	2.14	5.67	0.26	46	0.54	NA	NA	9	"1"
"acs"	"3"	2.36	4.36	0.35	51	0.54	NA	NA	10	"1"
"acs"	"3"	2.5	5.1	0.36	56	0.43	NA	NA	11	"1"
"acs"	"3"	2.95	4.05	0.42	60	0.42	NA	NA	13	"1"
"acs"	"3"	1.56	4.64	0.19	33	0.72	NA	NA	14	"1"
"acs"	"3"	2.9	4.59	0.4	54	0.38	NA	NA	13	"1"
"acs"	"3"	2.81	3.51	0.47	57	0.48	NA	NA	11	"1"
"acs"	"3"	2.98	4.19	0.42	60	0.36	NA	NA	12	"1"
"acs"	"3"	2.81	4.17	0.44	58	0.47	NA	NA	11	"1"
"acs"	"3"	2.75	4.33	0.4	57	0.37	NA	NA	13	"1"
"acs"	"3"	2.81	3.62	0.44	59	0.49	NA	NA	13	"1"
"acs"	"3"	2.79	4.23	0.43	55	0.36	NA	NA	14	"1"
"acs"	"2"	3.09	3.56	0.26	41	0.79	NA	NA	42	"1"
"ras"	"3"	2.39	2.78	0.58	100	NA	54	NA	13	"1"
"acs"	"3"	4.21	0.7	0.6	26	0.72	NA	NA	29	"1"
"acs"	"3"	3.12	7.3	0.28	64	0.81	NA	NA	13	"1"
"acs"	"3"	2.38	2.97	0.74	44	0.94	NA	NA	14	"0"
"acs"	"3"	4.93	3.54	0.33	43	0.03	NA	NA	15	"1"
"acs"	"3"	2.76	3.95	0.51	19	0.86	NA	NA	21	"1"
"acs"	"3"	3.73	0.75	0.4	19	0.49	NA	NA	19	"1"
"acs"	"3"	4.66	4.44	0.94	65	0.03	NA	NA	21	"1"
"acs"	"3"	3.69	2.76	0.44	71	0.8	NA	NA	32	"1"
"acs"	"3"	2.31	5.94	0.43	65	0.91	NA	NA	16	"1"
"acs"	"3"	3.79	5.75	0.92	75	0.07	NA	NA	14	"1"
"acs"	"3"	4.68	6.39	0.8	76	0.18	NA	NA	20	"1"
"acs"	"3"	4.09	6.83	0.66	71	0.23	NA	NA	24	"1"
"acs"	"3"	3.67	2.58	0.94	70	0.31	NA	NA	15	"1"
"acs"	"3"	2.69	6.07	0.32	56	0.78	NA	NA	12	"1"
"acs"	"3"	3.65	7.61	0.28	58	0.8	NA	NA	15	"1"
"acs"	"3"	2.65	5.8	0.25	51	0.75	NA	NA	11	"1"
"acs"	"3"	3.51	5.64	0.42	60	0.67	NA	NA	10	"1"
"acs"	"3"	3.05	1.89	0.89	61	0.31	NA	NA	19	"1"
"acs"	"3"	3.5	6.36	0.49	61	0.69	NA	NA	11	"1"
"acs"	"3"	2.61	4.98	0.16	47	0.73	NA	NA	13	"1"
"acs"	"3"	3.29	6.93	0.54	62	0.7	NA	NA	11	"1"
"acs"	"3"	3.51	6.62	0.28	59	0.82	NA	NA	17	"1"
"acs"	"3"	2.79	6.52	0.17	50	0.77	NA	NA	11	"1"
"acs"	"3"	3.47	5.98	0.51	64	0.66	NA	NA	10	"1"
"acs"	"3"	2.96	5.85	0.3	56	0.66	NA	NA	12	"1"
"as"	"3"	4.6	3.98	0.59	52	NA	NA	NA	10	"1"
"acs"	"3"	4.13	5.54	0.12	31	0.69	NA	NA	49	"0"
"mmas"	"3"	1.01	1.79	0.74	67	NA	NA	NA	32	"0"
"ras"	"3"	4.48	2.81	0.44	68	NA	49	NA	8	"1"
"acs"	"3"	2.12	8.23	0.58	45	0.12	NA	NA	30	"1"
"acs"	"3"	3.83	5.19	0.45	8	0.12	NA	NA	34	"1"
"acs"	"3"	3.01	8.62	0.94	44	0.29	NA	NA	25	"1"
"acs"	"3"	3.58	4.53	0.88	5	0.17	NA	NA	27	"1"
"acs"	"3"	2.93	5.39	0.25	22	0.13	NA	NA	26	"1"
"acs"	"3"	2.23	5.17	0.51	54	0.41	NA	NA	26	"1"
"acs"	"3"	2.45	9.91	0.75	31	0.29	NA	NA	17	"1"
"acs"	"3"	3.02	5.5	0.91	59	0.44	NA	NA	22	"1"
"acs"	"3"	2.1	9.2	0.74	38	0.18	NA	NA	21	"1"
"acs"	"3"	1.65	7.65	0.91	29	0.48	NA	NA	19	"1"
"acs"	"3"	1.8	5.13	0.71	42	0.33	NA	NA	15	"1"
"acs"	"3"	2.59	9.49	0.57	41	0.21	NA	NA	18	"1"
"acs"	"3"	2.01	4.26	0.42	46	0.45	NA	NA	17	"1"
"acs"	"3"	3.18	5.45	0.85	69	0.65	NA	NA	23	"1"
"acs"	"3"	1.88	8.1	0.87	35	0.47	NA	NA	22	"1"
"acs"	"3"	1.79	3.91	0.45	49	0.46	NA	NA	14	"1"
"acs"	"3"	2.44	4.6	0.44	52	0.37	NA	NA	15	"1"
"acs"	"3"	1.82	4.46	0.37	48	0.63	NA	NA	14	"1"
"acs"	"3"	1.99	4.41	0.42	50	0.56	NA	NA	12	"1"
"acs"	"3"	1.62	3.24	0.43	38	0.3	NA	NA	14	"1"
"acs"	"3"	2.47	4.24	0.37	52	0.43	NA	NA	14	"1"
"acs"	"3"	2.03	5.16	0.34	43	0.5	NA	NA	15	"1"
"acs"	"3"	2.54	4.32	0.33	49	0.54	NA	NA	12	"1"
"acs"	"3"	2.13	4.53	0.3	47	0.59	NA	NA	15	"1"
"acs"	"3"	4.35	4.99	0.04	34	0.15	NA	NA	30	"1"
"acs"	"3"	3.17	8.06	0.5	59	0.12	NA	NA	18	"1"
"acs"	"3"	3.24	5.07	0.11	38	0.32	NA	NA	24	"1"
"acs"	"3"	4.23	3.55	0.07	9	0.1	NA	NA	23	"1"
"acs"	"3"	4.87	4.5	0.05	47	0.29	NA	NA	19	"1"
"acs"	"3"	4.69	6.47	0.16	55	0.17	NA	NA	11	"1"
"acs"	"3"	2.97	3.27	0.04	30	0.26	NA	NA	19	"1"
"acs"	"3"	2.88	6.82	0.69	60	0.23	NA	NA	11	"1"
"acs"	"3"	4.28	4.78	0.23	57	0.25	NA	NA	17	"1"
"acs"	"3"	3.48	7.55	0.67	64	0.34	NA	NA	14	"1"
"acs"	"3"	3.61	5.79	0.18	52	0.18	NA	NA	10	"1"
"acs"	"3"	4.94	5.99	0.17	54	0.06	NA	NA	14	"1"
"acs"	"3"	3.24	5.07	0.03	35	0.42	NA	NA	13	"1"
"acs"	"3"	4.82	5.74	0.17	55	0.18	NA	NA	12	"1"
"acs"	"3"	4.94	7.06	0.15	56	0.06	NA	NA	12	"1"
"acs"	"3"	3.4	5.55	0.24	54	0.23	NA	NA	12	"1"
"acs"	"3"	3.57	6.26	0.15	47	0.12	NA	NA	12	"1"
"acs"	"3"	4.84	6.73	0.14	50	0.28	NA	NA	12	"1"
